,:@computed_region_6ryf_isx3,:@computed_region_d7bw_bq6x,:@computed_region_kbsp_ykn9,:@computed_region_rbt8_3x7n,:@computed_region_tx5f_5em3,address_number,agency,beat,case_number,city,date,district,end_date,geolocation,incident_id,incident_type,latitude,location,longitude,narrative,place,police_district_number,pra,sector,start_date,state,zip_code
197,,,,,,,MCPD,5M1,14001713,GERMANTOWN,2014-01-12 00:52:21,GERMANTOWN,,,200954183,1834,,MIDDLEBROOK  RD,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,5D,470.0,M,2014-01-12T00:52:00.000,MD,20876.0
198,,,,,,,MCPD,3I2,14002640,SILVER SPRING,2014-01-17 03:01:53,SILVER SPRING,2014-01-17T03:07:00.000,,200954194,2812,,ANGELTON  CT,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,3D,380.0,I,2014-01-17T03:07:00.000,MD,20866.0
199,1.0,3065.0,7.0,1.0,5.0,800.0,MCPD,3G1,16050129,SILVER SPRING,2016-09-29 16:49:42,SILVER SPRING,2016-09-29T17:00:00.000,"{'type': 'Point', 'coordinates': [-77.019221, 38.990124]}",201100724,1834,38.99012393914844,800  SLIGO AVE,-77.01922140591583,CDS-POSS MARIJUANA/HASHISH,Parking Lot - Other,3D,512.0,G,2016-09-29T16:49:00.000,MD,20910.0
200,,,,,,,MCPD,1A1,14002256,ROCKVILLE,2014-01-14 21:48:01,ROCKVILLE,,,200954381,1834,,MONTROSE  RD,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,1D,264.0,A,2014-01-14T21:48:00.000,MD,20850.0
201,,,,,,,MCPD,3G2,14002966,SILVER SPRING,2014-01-19 00:41:17,SILVER SPRING,,,200954442,2812,,GEORGIA  AVE,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,3D,653.0,G,2014-01-19T00:41:00.000,MD,
202,,,,,,,RCPD,1A2,14001806,ROCKVILLE,2014-01-12 19:07:55,ROCKVILLE,2014-01-12T19:07:00.000,,200953635,2812,,1ST  ST,,DRIVING UNDER THE INFLUENCE,Street - Other,1D,274.0,A,2014-01-12T19:07:00.000,MD,20850.0
203,,,,,,,MCPD,6P1,14002037,ROCKVILLE,2014-01-13 16:16:43,MONTGOMERY VILLAGE,2014-01-13T16:16:00.000,,200953670,2914,,DIAMONDBACK  DR,,SUDDEN DEATH UNDETERMINED,Lake/Waterway,6D,441.0,P,2014-01-13T16:16:00.000,MD,20878.0
204,,,,,,,MCPD,3I2,14003199,SILVER SPRING,2014-01-20 22:05:14,SILVER SPRING,,,200954664,1834,,ROBEY  TER,,CDS-POSS MARIJUANA/HASHISH,Street - Commercial,3D,380.0,I,2014-01-20T22:05:00.000,MD,20904.0
205,1.0,17.0,16.0,1.0,4.0,11100.0,MCPD,4L2,16049751,SILVER SPRING,2016-09-27 17:42:21,WHEATON,,"{'type': 'Point', 'coordinates': [-77.051636, 39.037386]}",201100734,0613,39.037385878653296,11100  VEIRS MILL RD,-77.05163598280907,LARCENY SHOPLIFTING OVER $200,Retail - Department/Discount Store,4D,321.0,L,2016-09-27T17:42:00.000,MD,20902.0
206,,,,,,,MCPD,1A1,14002517,ROCKVILLE,2014-01-16 10:34:27,ROCKVILLE,2014-01-16T11:00:00.000,,200954120,1834,,WOOTTON  PKW,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,1D,264.0,A,2014-01-16T10:34:00.000,MD,20853.0
207,,,,,,,MCPD,5M3,14002519,GERMANTOWN,2014-01-16 10:59:19,GERMANTOWN,,,200954198,1861,,MILESTONE CENTER  DR,,CDS IMPLEMNT-OPIUM&DERIVATIVE,Street - In vehicle,5D,474.0,M,2014-01-16T10:59:00.000,MD,20876.0
208,,,,,,,MCPD,3H2,14004036,SILVER SPRING,2014-01-26 04:26:21,SILVER SPRING,2014-01-26T04:26:00.000,,200955555,2812,,UNIVERSITY E BLV,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,3D,156.0,H,2014-01-26T04:26:00.000,MD,20901.0
209,,,,,,,MCPD,5M1,14003203,GERMANTOWN,2014-01-20 22:41:08,GERMANTOWN,2014-01-20T22:41:00.000,,200954667,2812,,GUNNERS BRANCH  RD,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,5D,470.0,M,2014-01-20T20:00:00.000,MD,20876.0
210,,,,,,,MCPD,6R3,14003472,GAITHERSBURG,2014-01-22 21:04:41,MONTGOMERY VILLAGE,,,200954958,2812,,CHERRY LAUREL  LA,,DRIVING UNDER THE INFLUENCE,Street - Residential,6D,420.0,R,2014-01-22T21:04:00.000,MD,
211,,,,,,,MCPD,4K1,14004758,SILVER SPRING,2014-01-30 18:23:38,WHEATON,,,200956093,1864,,POSTGATE  TER,,CDS IMPLMNT-MARIJUANA/HASHISH,Street - Residential,4D,534.0,K,2014-01-30T18:23:00.000,MD,20906.0
212,1.0,8.0,26.0,1.0,4.0,14700.0,MCPD,4J1,16050123,SILVER SPRING,2016-09-29 15:18:31,WHEATON,2016-09-29T15:10:00.000,"{'type': 'Point', 'coordinates': [-77.016934, 39.096732]}",201100751,2614,39.09673231196301,14700  NOTLEY RD,-77.01693357570636,SUICIDE - HANGING,Residence - Single Family,4D,372.0,J,2016-09-29T14:30:00.000,MD,20905.0
213,,,,,,,MCPD,5N1,14003676,GERMANTOWN,2014-01-23 22:21:05,GERMANTOWN,2014-01-23T22:21:00.000,,200955568,1864,,KINSTER  DR,,CDS IMPLMNT-MARIJUANA/HASHISH,Street - In vehicle,5D,465.0,N,2014-01-23T22:21:00.000,MD,20874.0
214,1.0,6.0,23.0,1.0,4.0,1500.0,MCPD,4J1,16049959,SILVER SPRING,2016-09-28 16:49:02,WHEATON,,"{'type': 'Point', 'coordinates': [-77.034382, 39.075642]}",201100755,1213,39.075642160264564,1500  RABBIT HOLLOW PL,-77.03438244781515,EMBEZZLE CONFIDENCE GAMES-$300+,Residence - Single Family,4D,370.0,J,2016-09-28T16:49:00.000,MD,20906.0
215,1.0,3065.0,7.0,1.0,5.0,700.0,MCPD,3G2,16050131,SILVER SPRING,2016-09-29 13:20:33,SILVER SPRING,2016-09-29T13:00:00.000,"{'type': 'Point', 'coordinates': [-77.020761, 39.001386]}",201100761,1013,39.00138611191462,700  WOODSIDE PKWY,-77.02076147284538,FORGERY/CNTRFT - IDENTITY THEFT,Other/Unknown,3D,118.0,G,2016-09-20T12:00:00.000,MD,20910.0
216,,,,,,,MCPD,3H2,14004802,SILVER SPRING,2014-01-31 00:19:14,SILVER SPRING,,,200956233,1864,,UNIVERSITY E BLV,,CDS IMPLMNT-MARIJUANA/HASHISH,Street - In vehicle,3D,156.0,H,2014-01-31T00:19:00.000,MD,20901.0
217,1.0,3065.0,7.0,1.0,5.0,8600.0,MCPD,3G1,16050138,SILVER SPRING,2016-09-29 13:20:43,SILVER SPRING,2016-09-29T13:00:00.000,"{'type': 'Point', 'coordinates': [-77.028136, 38.996081]}",201100764,1011,38.99608121046696,8600  COLESVILLE RD,-77.02813565002432,FORGERY/CNTRFT-CRDT CARDS,Other/Unknown,3D,109.0,G,2016-09-24T13:00:00.000,MD,
218,1.0,33.0,36.0,21.0,3.0,700.0,MCPD,6P2,16050183,GAITHERSBURG,2016-09-29 21:44:01,MONTGOMERY VILLAGE,2016-09-25T09:00:00.000,"{'type': 'Point', 'coordinates': [-77.22996, 39.117971]}",201100770,1011,39.11797075187352,700  LINSLADE ST,-77.22996045186576,FORGERY/CNTRFT-CRDT CARDS,Other/Unknown,6D,450.0,P,2016-09-25T09:00:00.000,MD,20878.0
219,,,,,,,MCPD,5N2,14005404,GERMANTOWN,2014-02-03 15:26:00,GERMANTOWN,2014-01-30T16:30:00.000,,200956548,2938,,BAY LEAF  WAY,,POL INFORMATION,Street - Other,5D,594.0,N,2014-01-30T16:20:00.000,MD,20874.0
220,1.0,3062.0,8.0,1.0,5.0,8700.0,MCPD,3H1,16050179,SILVER SPRING,2016-09-29 21:53:31,SILVER SPRING,2016-09-29T21:53:00.000,"{'type': 'Point', 'coordinates': [-76.998236, 38.998869]}",201100773,2812,38.9988693552443,8700  PINEY BRANCH RD,-76.99823607910201,DRIVING UNDER THE INFLUENCE,Street - In vehicle,3D,128.0,H,2016-09-29T21:53:00.000,MD,20901.0
221,1.0,6.0,23.0,1.0,4.0,12200.0,MCPD,4K2,16050200,SILVER SPRING,2016-09-30 02:54:45,WHEATON,2016-09-30T03:45:00.000,"{'type': 'Point', 'coordinates': [-77.082659, 39.05618]}",201100782,0821,39.05617995551449,12200  VEIRS MILL RD,-77.08265861487158,SIMPLE ASSAULT - CITIZEN,Restaurant,4D,307.0,K,2016-09-30T02:54:00.000,MD,20906.0
222,,,,,,,MCPD,6P2,14003685,GAITHERSBURG,2014-01-23 23:21:58,MONTGOMERY VILLAGE,2014-01-24T13:00:00.000,,200956872,2812,,QUINCE ORCHARD  RD,,DRIVING UNDER THE INFLUENCE,Street - Commercial,6D,445.0,P,2014-01-23T23:21:00.000,MD,20878.0
223,,,,,,,GPD,6P2,14005769,ROCKVILLE,2014-02-05 22:30:27,MONTGOMERY VILLAGE,,,200956971,1814,,WASHINGTONIAN  BLV,,CDS-MANU-MARIJUANA/HASHISH,Street - In vehicle,6D,660.0,P,2014-02-05T22:30:00.000,MD,20878.0
224,,979.0,,1.0,5.0,7600.0,MCPD,3G1,16050209,TAKOMA PARK,2016-09-30 06:51:40,SILVER SPRING,,"{'type': 'Point', 'coordinates': [-77.022803, 38.981575]}",201100787,2947,38.98157529121006,7600  EASTERN AVE,-77.02280295052445,RECOVERED PROPERTY/OTHER,Street - In vehicle,3D,91.0,G,2016-09-30T06:51:00.000,MD,
225,,,,,,,MCPD,3H2,14005964,SILVER SPRING,2014-02-07 00:45:59,SILVER SPRING,2014-02-07T00:37:00.000,,200957067,2812,,UNIVERSITY E BLV,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,3D,156.0,H,2014-02-07T00:37:00.000,MD,20903.0
226,1.0,103.0,19.0,1.0,1.0,10400.0,MCPD,2E3,16050223,BETHESDA,2016-09-30 09:06:57,BETHESDA,,"{'type': 'Point', 'coordinates': [-77.125321, 39.024895]}",201100795,1212,39.024894757304025,10400  OLD GEORGETOWN RD,-77.12532141390075,EMBEZZLE LARC AFT TRUST ABOVE $300,Retail - Beauty/Barber Shop,2D,197.0,E,2016-09-07T18:13:00.000,MD,20814.0
227,1.0,33.0,36.0,21.0,3.0,100.0,MCPD,1B2,16050239,GAITHERSBURG,2016-09-30 10:39:59,ROCKVILLE,,"{'type': 'Point', 'coordinates': [-77.235281, 39.111781]}",201100804,2938,39.111781484980234,100  EDISON PARK DR,-77.23528051795776,POL INFORMATION,Government Building,1D,725.0,B,2016-09-21T00:00:00.000,MD,20878.0
228,,,,,,,GPD,6P2,14006281,GAITHERSBURG,2014-02-09 02:16:22,MONTGOMERY VILLAGE,2014-02-09T02:16:00.000,,200957417,2812,,MONTGOMERY VILLAGE  AVE,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,425.0,P,2014-02-09T02:16:00.000,MD,20878.0
229,1.0,110.0,5.0,1.0,1.0,9100.0,MCPD,2D3,16050241,CHEVY CHASE,2016-09-30 08:46:38,BETHESDA,2016-09-28T04:00:00.000,"{'type': 'Point', 'coordinates': [-77.066859, 39.004607]}",201100810,0626,39.00460702387106,9100  BRIERLY RD,-77.06685934458072,LARCENY BICYCLE $50 - $199,Residence - Driveway,2D,77.0,D,2016-09-26T22:00:00.000,MD,
230,1.0,33.0,36.0,21.0,3.0,100.0,MCPD,1B2,16050254,GAITHERSBURG,2016-09-30 11:54:55,ROCKVILLE,,"{'type': 'Point', 'coordinates': [-77.235281, 39.111781]}",201100812,2938,39.111781484980234,100  EDISON PARK DR,-77.23528051795776,POL INFORMATION,Government Building,1D,725.0,B,2016-09-29T00:00:00.000,MD,20878.0
231,,,,,,,MCPD,5M1,14006534,GERMANTOWN,2014-02-10 17:32:02,GERMANTOWN,,,200957550,1412,,SHAKESPEARE  BLV,,VANDALISM-MOTOR VEHICLE,Parking Lot - County,5D,701.0,M,2014-02-10T00:00:00.000,MD,20876.0
232,,,,,,,MCPD,4L2,14007106,SILVER SPRING,2014-02-14 21:04:27,WHEATON,,,200958042,1834,,VEIRS MILL  RD,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,4D,171.0,L,2014-02-14T21:04:00.000,MD,20902.0
233,,,,,,,GPD,6P2,14007137,GAITHERSBURG,2014-02-15 02:53:57,MONTGOMERY VILLAGE,2014-02-15T02:53:00.000,,200958056,2812,,QUINCE ORCHARD  RD,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,425.0,P,2014-02-15T02:53:00.000,MD,20878.0
234,1.0,12.0,26.0,1.0,4.0,200.0,MCPD,3I1,16050230,SILVER SPRING,2016-09-30 09:03:24,SILVER SPRING,2016-09-30T09:03:00.000,"{'type': 'Point', 'coordinates': [-77.006333, 39.059277]}",201100815,1834,39.0592773680859,200  VALLEY BROOK DR,-77.0063328653395,CDS-POSS MARIJUANA/HASHISH,School/College,3D,150.0,I,2016-09-30T07:55:00.000,MD,20904.0
235,1.0,42.0,51.0,1.0,2.0,1.0,MCPD,5M2,16050258,DAMASCUS,2016-09-30 11:50:43,GERMANTOWN,,"{'type': 'Point', 'coordinates': [-77.20674, 39.284036]}",201100818,0619,39.28403648479299,1   RIDGE MANOR CT,-77.20674032765855,LARCENY OTHER OVER $200,Parking Lot - Residential,5D,615.0,M,2016-09-30T11:50:00.000,MD,20872.0
236,,,,,,,GPD,6P2,14008178,GAITHERSBURG,2014-02-21 21:56:28,MONTGOMERY VILLAGE,2014-02-21T23:30:00.000,,200959024,2812,,MONTGOMERY VILLAGE  AVE,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,425.0,P,2014-02-21T21:56:00.000,MD,20877.0
237,1.0,12.0,26.0,1.0,5.0,13300.0,MCPD,3I1,16050261,SILVER SPRING,2016-09-30 12:06:30,SILVER SPRING,,"{'type': 'Point', 'coordinates': [-76.994962, 39.073906]}",201100819,0637,39.07390588473416,13300  OCTAGON LN,-76.99496166509945,LARCENY FROM BLDG UNDER $50,Residence - Single Family,3D,149.0,I,2016-09-30T12:06:00.000,MD,20904.0
238,1.0,39.0,39.0,1.0,2.0,21000.0,MCPD,5N1,16050142,GERMANTOWN,2016-09-29 16:36:34,GERMANTOWN,,"{'type': 'Point', 'coordinates': [-77.273271, 39.189698]}",201100822,1861,39.189697578147744,21000  FATHER HURLEY BLVD,-77.27327119573413,CDS IMPLEMNT-OPIUM&DERIVATIVE,Street - In vehicle,5D,702.0,N,2016-09-29T16:36:00.000,MD,20874.0
239,,,,,,,MCPD,1B1,14008840,ROCKVILLE,2014-02-25 21:00:24,ROCKVILLE,,,200959812,1834,,W MONTGOMERY  AVE,,CDS-POSS MARIJUANA/HASHISH,Parking Lot - Residential,1D,241.0,B,2014-02-25T21:00:00.000,MD,20850.0
240,,,,,,,GPD,6P2,14010136,GAITHERSBURG,2014-03-05 23:41:18,MONTGOMERY VILLAGE,2014-03-06T00:20:00.000,,200960632,1834,,E DIAMOND  AVE,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,6D,428.0,P,2014-03-05T23:41:00.000,MD,20877.0
241,,,,,,,MCPD,5N1,14009487,GERMANTOWN,2014-03-01 02:38:44,GERMANTOWN,,,200960030,2812,,CIRCLE GATE  DR,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,5D,447.0,N,2014-03-01T02:38:00.000,MD,20874.0
242,,,,,,,MCPD,5N2,14011099,GERMANTOWN,2014-03-11 20:47:03,GERMANTOWN,,,200961386,1834,,DAWSON FARM  RD,,CDS-POSS MARIJUANA/HASHISH,Street - Residential,5D,594.0,N,2014-03-11T20:47:00.000,MD,20874.0
243,,,,,,,MCPD,6P1,14009029,ROCKVILLE,2014-02-26 17:56:43,MONTGOMERY VILLAGE,,,200960375,1824,,DIAMONDBACK  DR,,CDS-SELL-MARIJUANA/HASHISH,Street - Other,6D,441.0,P,2014-02-26T17:56:00.000,MD,20850.0
244,1.0,53.0,20.0,1.0,1.0,7700.0,MCPD,1B1,16049701,POTOMAC,2016-09-27 09:30:14,ROCKVILLE,2016-09-26T00:00:00.000,"{'type': 'Point', 'coordinates': [-77.157475, 39.044468]}",201100823,1013,39.04446791673544,7700  HEATHERTON LN,-77.15747497443022,FORGERY/CNTRFT - IDENTITY THEFT,Other/Unknown,1D,203.0,B,2016-08-29T00:00:00.000,MD,
245,,,,,,,MCPD,5M1,14009953,GERMANTOWN,2014-03-05 01:18:07,GERMANTOWN,2014-03-05T03:00:00.000,,200960491,1834,,MIDCOUNTY  HWY,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,5D,470.0,M,2014-03-05T01:18:00.000,MD,20874.0
246,1.0,58.0,61.0,1.0,3.0,4000.0,MCPD,4J2,16050299,ROCKVILLE,2016-09-30 15:17:50,WHEATON,,"{'type': 'Point', 'coordinates': [-77.076546, 39.109234]}",201100834,1834,39.10923421227075,4000  NORBECK RD,-77.07654586370865,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,4D,393.0,J,2016-09-30T15:17:00.000,MD,20853.0
247,1.0,36.0,39.0,1.0,2.0,19600.0,MCPD,5M1,16050332,GERMANTOWN,2016-09-30 18:25:44,GERMANTOWN,2016-09-25T18:00:00.000,"{'type': 'Point', 'coordinates': [-77.24163, 39.177712]}",201100854,0619,39.17771219700364,19600  GUNNERS BRANCH RD,-77.24163044452226,LARCENY OTHER OVER $200,Parking Lot - Commercial,5D,468.0,M,2016-09-25T14:31:00.000,MD,20876.0
248,1.0,3062.0,7.0,1.0,5.0,900.0,MCPD,3G1,16050342,SILVER SPRING,2016-09-30 19:15:21,SILVER SPRING,2016-09-30T19:45:00.000,"{'type': 'Point', 'coordinates': [-77.025505, 38.985805]}",201100858,1834,38.98580471364872,900  JESUP BLAIR DR,-77.02550502780922,CDS-POSS MARIJUANA/HASHISH,Park,3D,91.0,G,2016-09-30T19:15:00.000,MD,20910.0
249,,,,,,,MCPD,2D1,14011473,CHEVY CHASE,2014-03-13 23:19:28,BETHESDA,,,200961701,1834,,BEACH  DR,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,2D,10.0,D,2014-03-13T23:19:00.000,MD,20815.0
250,,,,,,,MCPD,3I1,14011608,SILVER SPRING,2014-03-14 17:57:07,SILVER SPRING,,,200961797,0821,,APRIL  LA,,SIMPLE ASSAULT - CITIZEN,Street - Residential,3D,145.0,I,2014-03-14T17:57:00.000,MD,20904.0
251,,,,,,,MCPD,2D4,14010295,ROCKVILLE,2014-03-06 22:50:48,BETHESDA,,,200961177,1844,,CITADEL  AVE,,CDS-USE MARIJUANA/HASHISH,Street - In vehicle,2D,187.0,D,2014-03-06T22:50:00.000,MD,20852.0
252,1.0,39.0,39.0,1.0,2.0,19900.0,MCPD,5N1,16050278,GERMANTOWN,2016-09-30 10:07:45,GERMANTOWN,,"{'type': 'Point', 'coordinates': [-77.276061, 39.183124]}",201100868,1014,39.18312379668331,19900  SWEETGUM CIR,-77.27606058343088,FORGERY/CNTRFT-ALL OTHER,Other/Unknown,5D,465.0,N,2016-09-30T09:00:00.000,MD,20874.0
253,,,,,,14400.0,MCPD,,14010998,SILVER SPRING,2014-03-11 13:50:28,OTHER,,,200961502,2938,,14400  HYDRUS RD,,POL INFORMATION,Wooded Area,OTHER,,,2014-03-11T13:50:00.000,MD,20906.0
254,,,,,,,MCPD,5N2,14005178,GERMANTOWN,2014-02-02 03:00:36,GERMANTOWN,2014-02-02T03:35:00.000,,200962441,1834,,DAWSON FARM  RD,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,5D,596.0,N,2014-02-02T03:00:00.000,MD,20874.0
255,,,,,,,MCPD,5M1,14011640,GERMANTOWN,2014-03-14 22:17:38,GERMANTOWN,,,200961817,2413,,SCENERY  DR,,DISORDERLY CONDUCT,Street - In vehicle,5D,471.0,M,2014-03-14T22:17:00.000,MD,20876.0
256,,,,,,,MCPD,,14010822,SILVER SPRING,2014-03-10 14:30:24,OTHER,2014-03-09T18:00:00.000,,200961848,0639,,FLOWER  AVE,,LARCENY OTHER UNDER $50,Parking Lot - Other,OTHER,,,2014-03-09T06:00:00.000,MD,20901.0
257,,,,,,,MCPD,4L1,14011855,SILVER SPRING,2014-03-16 04:14:46,WHEATON,,,200961994,1834,,BEACH  DR,,CDS-POSS MARIJUANA/HASHISH,Street - Other,4D,310.0,L,2014-03-16T04:14:00.000,MD,20852.0
258,,,,,,,MCPD,4K2,14012812,SILVER SPRING,2014-03-21 18:25:31,WHEATON,,,200962726,2942,,RANDOLPH  RD,,MENTAL TRANSPORT,Street - Residential,4D,334.0,K,2014-03-21T18:25:00.000,MD,20906.0
259,1.0,100.0,58.0,1.0,4.0,18100.0,MCPD,4J2,16050334,OLNEY,2016-09-30 17:35:35,WHEATON,,"{'type': 'Point', 'coordinates': [-77.056961, 39.154227]}",201100872,2213,39.15422681717644,18100  PRINCE PHILIP DR,-77.05696073153814,LIQUOR - UNLAWFUL POSS UNDER 21,Hospital/Emergency Care Center,4D,401.0,J,2016-09-30T17:35:00.000,MD,20832.0
260,,,,,,,MCPD,,14012060,GERMANTOWN,2014-03-17 21:48:10,OTHER,,,200962214,1821,,INTERSTATE 270 S,,CDS-SELL-OPIUM & DERIVATIVES,Street - Commercial,OTHER,,,2014-03-17T21:48:00.000,MD,20874.0
261,1.0,3065.0,7.0,1.0,5.0,900.0,MCPD,3G1,16050370,SILVER SPRING,2016-09-30 23:02:41,SILVER SPRING,2016-09-30T23:30:00.000,"{'type': 'Point', 'coordinates': [-77.024096, 38.991701]}",201100876,1834,38.991700529905174,900  SILVER SPRING AVE,-77.02409569119929,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,3D,93.0,G,2016-09-30T23:02:00.000,MD,20910.0
262,,,,,,,MCPD,5M1,14012294,GERMANTOWN,2014-03-18 23:03:57,GERMANTOWN,,,200962330,1834,,SCENERY  DR,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,5D,470.0,M,2014-03-18T23:03:00.000,MD,20874.0
263,1.0,17.0,17.0,1.0,4.0,100.0,MCPD,4L1,16050313,SILVER SPRING,2016-09-30 13:43:22,WHEATON,,"{'type': 'Point', 'coordinates': [-77.010696, 39.041645]}",201100877,1013,39.04164468854414,100  BLUFF TER,-77.01069612218637,FORGERY/CNTRFT - IDENTITY THEFT,Other/Unknown,4D,361.0,L,2016-09-30T12:00:00.000,MD,20902.0
264,,,,,,1400.0,MCPD,,14012979,BETHESDA,2014-03-22 18:00:03,OTHER,,,200962840,0823,,1400  S270X4 X1 HWY,,SIMPLE ASSAULT SPOUSE/PARTNER,Street - Other,OTHER,,,2014-03-22T18:00:00.000,MD,20814.0
265,1.0,103.0,19.0,1.0,1.0,7400.0,MCPD,2E3,16050329,BETHESDA,2016-09-30 14:34:10,BETHESDA,,"{'type': 'Point', 'coordinates': [-77.151079, 39.022778]}",201100879,1013,39.02277827589024,7400  DEMOCRACY BLVD,-77.15107873464267,FORGERY/CNTRFT - IDENTITY THEFT,Other/Unknown,2D,520.0,E,2016-09-30T14:34:00.000,MD,20817.0
266,1.0,21.0,17.0,1.0,5.0,11100.0,MCPD,4L2,16050301,SILVER SPRING,2016-09-30 15:09:47,WHEATON,,"{'type': 'Point', 'coordinates': [-77.012087, 39.035959]}",201100880,1834,39.03595885942474,11100  FOXGLOVE LN,-77.01208742516764,CDS-POSS MARIJUANA/HASHISH,Street - Residential,4D,158.0,L,2016-09-30T15:16:00.000,MD,
267,,,,,,,MCPD,3I2,14013312,SILVER SPRING,2014-03-24 19:40:39,SILVER SPRING,2014-03-24T19:40:00.000,,200963286,1824,,BALLINGER  DR,,CDS-SELL-MARIJUANA/HASHISH,Street - In vehicle,3D,380.0,I,2014-03-24T19:40:00.000,MD,20904.0
268,1.0,71.0,25.0,1.0,3.0,9900.0,MCPD,6P1,16050343,ROCKVILLE,2016-09-30 15:35:43,MONTGOMERY VILLAGE,2016-07-21T12:00:00.000,"{'type': 'Point', 'coordinates': [-77.199426, 39.096649]}",201100881,0617,39.096649392111864,9900  MEDICAL CENTER DR,-77.19942612052728,LARCENY FROM BUILDING OVER $200,Hospital/Emergency Care Center,6D,721.0,P,2016-07-07T12:00:00.000,MD,20850.0
269,,,,,,,MCPD,5N2,14013540,GERMANTOWN,2014-03-25 23:51:32,GERMANTOWN,,,200963786,1834,,DAWSON FARM  RD,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,5D,596.0,N,2014-03-25T23:50:00.000,MD,20874.0
270,1.0,24.0,14.0,18.0,1.0,11000.0,MCPD,2D4,16050274,ROCKVILLE,2016-09-30 10:04:51,BETHESDA,2016-09-29T08:30:00.000,"{'type': 'Point', 'coordinates': [-77.094325, 39.037756]}",201100882,0614,39.03775626434372,11000  MONTROSE AVE,-77.09432544949311,LARCENY FROM AUTO OVER $200,Residence - Driveway,2D,695.0,D,2016-09-28T18:00:00.000,MD,20896.0
271,1.0,33.0,36.0,21.0,3.0,1.0,MCPD,6P1,16050303,GAITHERSBURG,2016-09-30 11:58:13,MONTGOMERY VILLAGE,2016-09-30T11:00:00.000,"{'type': 'Point', 'coordinates': [-77.225457, 39.105172]}",201100885,0634,39.105172146606904,1   REDDING RIDGE DR,-77.22545708185112,LARCENY FROM AUTO UNDER $50,Residence - Driveway,6D,553.0,P,2016-09-29T19:00:00.000,MD,20878.0
272,1.0,71.0,22.0,1.0,1.0,13600.0,MCPD,1B2,16050374,ROCKVILLE,2016-09-30 23:24:14,ROCKVILLE,2016-09-30T22:30:00.000,"{'type': 'Point', 'coordinates': [-77.234774, 39.07739]}",201100887,2737,39.07739011763203,13600  PINE VIEW LN,-77.23477359561359,TRESPASSING,Residence - Single Family,1D,453.0,B,2016-09-29T17:00:00.000,MD,
273,1.0,39.0,39.0,1.0,2.0,13700.0,MCPD,5N2,16050382,GERMANTOWN,2016-09-30 19:09:37,GERMANTOWN,,"{'type': 'Point', 'coordinates': [-77.28018, 39.175994]}",201100906,1011,39.17599362642329,13700  HARVEST GLEN WAY,-77.28017964646752,FORGERY/CNTRFT-CRDT CARDS,Other/Unknown,5D,596.0,N,2016-09-14T11:00:00.000,MD,20874.0
274,,,,,,,MCPD,3H1,14013913,TAKOMA PARK,2014-03-28 00:24:16,SILVER SPRING,2014-03-28T00:24:00.000,,200964239,2812,,PINEY BRANCH  RD,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,3D,126.0,H,2014-03-28T00:24:00.000,MD,20910.0
275,,,,,,,MCPD,1A1,14014096,ROCKVILLE,2014-03-29 00:03:03,ROCKVILLE,,,200964334,1864,,TOWER OAKS  BLV,,CDS IMPLMNT-MARIJUANA/HASHISH,Street - Commercial,1D,264.0,A,2014-03-29T00:03:00.000,MD,20850.0
276,1.0,6.0,59.0,1.0,4.0,3000.0,MCPD,4K1,16050418,SILVER SPRING,2016-10-01 07:36:13,WHEATON,2016-09-30T13:00:00.000,"{'type': 'Point', 'coordinates': [-77.060293, 39.080331]}",201100918,1013,39.080331152960966,3000  HEWITT AVE,-77.06029293614333,FORGERY/CNTRFT - IDENTITY THEFT,Other/Unknown,4D,348.0,K,2016-09-30T12:00:00.000,MD,20906.0
277,,,,,,,MCPD,6P1,14014848,ROCKVILLE,2014-04-02 12:12:55,MONTGOMERY VILLAGE,2014-04-02T14:00:00.000,,200964516,1824,,STORY  DR,,CDS-SELL-MARIJUANA/HASHISH,Street - In vehicle,6D,441.0,P,2014-04-02T12:12:00.000,MD,20878.0
